flight_iata,Aircraft_Model,Aircraft_isTurboProp,Aircraft_isWidebody
TR566,Airbus A321neo,False,False
AK63,Airbus A320,False,False
FD352,Airbus A320,False,False
SQ636,Boeing 777-300ER,False,True
MH52,Airbus A330-300,False,True
SQ968,Boeing 777-300ER,False,True
MH135,None,None,None
AK720,Airbus A320,False,False
AY132,Airbus A350-900,False,True
KE644,Boeing 777-300,False,True
BX748,Airbus A321neo,False,False
LJ4,None,None,None
TG337,Boeing 787-8,False,True
AK29,Airbus A320,False,False
JL36,Boeing 787-9,False,True
SQ285,Airbus A350-900,False,True
SQ536,Boeing 737MAX 8 Passenger,False,False
MH149,Airbus A330-300,False,True
MH139,Airbus A330-300,False,True
NH844,Boeing 787-9,False,True
SQ526,Airbus A350-900,False,True
UA28,Boeing 787-9,False,True
TR808,Boeing 787-9,False,True
TG329,Boeing 787-8,False,True
OD162,Boeing 737MAX 8 Passenger,False,False
JQ8,Boeing 787-8,False,True
OZ754,Airbus A330-300,False,True
SQ468,Boeing 787-10,False,True
TR574,Airbus A320,False,False
JL34,Boeing 787-9,False,True
WE343,Airbus A320,False,False
OD231,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
AK723,Airbus A320,False,False
HX766,Airbus A320,False,False
MH108,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
5J716,Airbus A320,False,False
QZ269,Airbus A320,False,False
AK5234,Airbus A320,False,False
SQ227,Airbus A350-900,False,True
IX689,None,None,None
VZ2104,Airbus A320,False,False
MH180,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
MH192,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
TG325,Airbus A350-900,False,True
VZ316,Airbus A320,False,False
SQ235,Airbus A350-900,False,True
OD806,Boeing 737MAX 8 Passenger,False,False
JQ30,Boeing 787-8,False,True
OD175,None,None,None
MH198,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
FD320,Airbus A320,False,False
3K688,Airbus A320,False,False
BI424,Boeing 787-8,False,True
TR564,Airbus A321neo,False,False
3K514,Airbus A320,False,False
TR467,Airbus A320,False,False
AK69,Airbus A320,False,False
AK5116,Airbus A320,False,False
MH610,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
MH2532,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
AK6128,Airbus A320,False,False
SQ7410,Boeing 777-200F Freighter,False,True
QZ509,Airbus A320,False,False
MH160,Airbus A330-300,False,True
AK13,Airbus A320,False,False
KE658,Boeing 777-300,False,True
WY824,Airbus A330-300,False,True
AK39,Airbus A320,False,False
TG418,Boeing 777-200 / 200ER,False,True
TG410,Airbus A350-900,False,True
EK355,Airbus A380-800 Passenger,False,True
AK718,Airbus A320,False,False
AK71,Airbus A320,False,False
MH1166,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
SQ516,Airbus A350-900,False,True
QZ129,None,None,None
FD420,Airbus A320,False,False
AK1730,Airbus A320,False,False
SG46,Boeing 737MAX 8 Passenger,False,False
AK6310,None,None,None
ID8019,None,None,None
AK721,Airbus A320,False,False
AK23,Airbus A320,False,False
ID6019,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
SQ38,Airbus A350-900,False,True
VN656,Airbus A321neo,False,False
VZ118,Airbus A320,False,False
MH2628,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
OD241,Boeing 737MAX 8 Passenger,False,False
MH114,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
SQ221,Airbus A350-900,False,True
EK373,Airbus A380-800 Passenger,False,True
AK584,Airbus A320,False,False
FD350,Airbus A320,False,False
SQ438,Airbus A350-900,False,True
TR530,Airbus A320neo,False,False
PX393,Boeing 767-300 Passenger,False,True
UB18,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
WE341,Airbus A320,False,False
VZ312,Airbus A320,False,False
SQ125,Airbus A350-900,False,True
UL315,Airbus A321neo,False,False
3K205,Airbus A320,False,False
QR833,Airbus A380-800 Passenger,False,True
QR947,Airbus A350-900,False,True
MH2530,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
SQ534,Boeing 737MAX 8 Passenger,False,False
SQ528,Airbus A350-900,False,True
8M351,Airbus A320,False,False
FD4116,None,None,None
AK47,Airbus A320,False,False
UO781,Airbus A320,False,False
VZ328,Airbus A320,False,False
OD166,Boeing 737MAX 8 Passenger,False,False
OD223,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
PG962,Airbus A319,False,False
BA15,Boeing 777-300ER,False,True
VJ806,Airbus A321,False,False
WY816,Boeing 787-9,False,True
PG191,None,None,None
MH781,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
SQ510,Airbus A350-900,False,True
QF82,Airbus A330-200,False,True
TR617,Airbus A321neo,False,False
SQ713,Boeing 787-10,False,True
TG315,Boeing 777-300ER,False,True
SQ522,Boeing 737MAX 8 Passenger,False,False
3K687,Airbus A320,False,False
PG279,Airbus A320,False,False
VZ2106,Airbus A321,False,False
VN606,Airbus A321,False,False
PG193,ATR 72,True,False
QR841,Airbus A330-300,False,True
QR835,Boeing 787-8,False,True
MH2522,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
TG345,Airbus A350-900,False,True
VZ308,Airbus A321,False,False
WE46,Airbus A320 (sharklets),False,False
MH1252,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
FD4408,None,None,None
WE425,Airbus A320 (sharklets),False,False
8M332,Airbus A320,False,False
VZ334,Airbus A320,False,False
CX702,None,None,None
EY407,None,None,None
WE120,Airbus A320,False,False
PG1181,None,None,None
VN618,Airbus A321,False,False
VZ344,Airbus A320,False,False
VZ722,Airbus A320,False,False
3K591,Airbus A320,False,False
SV789,None,None,None
VJ816,None,None,None
MH775,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
VZ2304,Airbus A320,False,False
AK5220,Airbus A320,False,False
OD205,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
KU410,Airbus A330-800neo Passenger,False,True
AK170,Airbus A320,False,False
MH2746,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
AK5142,Airbus A320,False,False
LY84,Boeing 777-200 / 200ER,False,True
QH304,Airbus A321,False,False
MH774,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
MU568,Boeing 777-300ER,False,True
FM894,None,None,None
MU9614,None,None,None
KR704,Airbus A320,False,False
TR596,Boeing 787-8,False,True
GF153,Boeing 787-9,False,True
AK860,Airbus A320,False,False
AK1774,Airbus A320,False,False
BR228,Boeing 777-300ER,False,True
CZ6060,Airbus A320,False,False
ID8283,None,None,None
PG1161,None,None,None
3K675,Airbus A320,False,False
TR674,Airbus A321neo,False,False
KL843,None,None,None
SQ166,Boeing 737MAX 8 Passenger,False,False
MF870,None,None,None
SQ926,None,None,None
D7212,Airbus A330-300,False,True
ET628,Boeing 787-9,False,True
OS16,Boeing 777-200 / 200ER,False,True
CZ8048,None,None,None
FJ362,Airbus A330-300,False,True
SQ174,Boeing 737MAX 8 Passenger,False,False
UL405,Airbus A330-200,False,True
ID7291,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
MH376,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
3K516,Airbus A320,False,False
PK895,Boeing 777-200 / 200ER,False,True
OD193,Boeing 737MAX 8 Passenger,False,False
BR75,Boeing 777-300ER,False,True
OD271,Boeing 737MAX 8 Passenger,False,False
GA829,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
8M504,Airbus A319,False,False
BR62,Boeing 787-10,False,True
KU412,Boeing 777-300ER,False,True
AK526,Airbus A320,False,False
TR8,Boeing 787-8,False,True
SU271,None,None,None
TR350,Airbus A320,False,False
3K515,Airbus A320,False,False
AF165,Boeing 787-9,False,True
AK5882,Airbus A320,False,False
PG1141,ATR 72,True,False
BL6854,Airbus A320,False,False
AK5110,Airbus A320,False,False
IX683,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
TR180,Boeing 787-8,False,True
AK1756,Airbus A320,False,False
TR484,Airbus A320,False,False
QZ462,Airbus A320,False,False
D7378,Airbus A330-300,False,True
MH152,Airbus A330-200,False,True
TR490,Airbus A320,False,False
MH390,None,None,None
D7234,Airbus A330-300,False,True
SQ28,Airbus A350-900,False,True
UU888,Boeing 787-8,False,True
SQ281,None,None,None
SQ251,Boeing 737MAX 8 Passenger,False,False
SG7374,None,None,None
OD221,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
AK74,Airbus A320,False,False
VZ974,None,None,None
MH133,Airbus A330-200,False,True
SQ876,Boeing 787-10,False,True
AK330,Airbus A320,False,False
MH1384,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
XJ708,None,None,None
TR232,Airbus A320,False,False
SU651,None,None,None
SQ277,None,None,None
SQ868,None,None,None
SQ990,Boeing 737MAX 8 Passenger,False,False
AK403,Airbus A320,False,False
MH1326,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
OD888,None,None,None
PG1113,None,None,None
3K555,None,None,None
AK6320,Airbus A320,False,False
KB153,Airbus A319,False,False
SQ48,Airbus A350-900,False,True
AK542,Airbus A320,False,False
TR400,None,None,None
TR4,None,None,None
TR892,Boeing 787-8,False,True
D7700,Airbus A330-300,False,True
TR120,None,None,None
XJ620,None,None,None
BS318,None,None,None
YP632,None,None,None
JL38,Boeing 767-300 (winglets) Passenger,False,True
ET609,Boeing 787-8,False,True
CX714,Airbus A350-900,False,True
SQ656,Boeing 787-10,False,True
UL319,Airbus A320,False,False
ZG54,Boeing 787-8,False,True
OS26,Boeing 777-200 / 200ER,False,True
KL810,Boeing 777-200 / 200ER,False,True
OD191,Boeing 737MAX 8 Passenger,False,False
AK9722,None,None,None
SV845,Boeing 787-10,False,True
TG351,None,None,None
MH179,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
MH2626,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
W550,Airbus A340-300,False,True
AK9723,None,None,None
OD281,Boeing 737MAX 8 Passenger,False,False
IX681,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
BI874,Airbus A320neo,False,False
SQ7402,Boeing 777-200F Freighter,False,True
TR6,Boeing 787-8,False,True
BI520,Airbus A320neo,False,False
AK53,Airbus A320,False,False
TR874,None,None,None
MH145,Airbus A330-200,False,True
QV446,Airbus A320,False,False
TR580,None,None,None
AI331,Boeing 787-8,False,True
GA839,None,None,None
3K537,Airbus A320,False,False
RA402,Airbus A330-200,False,True
PR512,Airbus A321,False,False
UO703,None,None,None
MH841,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
SV787,None,None,None
HB684,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
3U3936,Airbus A320,False,False
MH857,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
CA404,Airbus A320,False,False
OM704,None,None,None
UL303,Airbus A330-200,False,True
MF852,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
CZ6066,None,None,None
HO1358,None,None,None
MH2668,None,None,None
MH1208,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
TR902,None,None,None
BI422,Airbus A320neo,False,False
BG375,None,None,None
HY554,Airbus A321neo,False,False
TG612,Boeing 777-200 / 200ER,False,True
AF255,Airbus A320,False,False
SB701,Airbus A330-900neo,False,True
SU645,None,None,None
TK209,Boeing 777-300ER,False,True
VZ102,Airbus A320 (sharklets),False,False
OV468,None,None,None
OD7151,None,None,None
AK138,Airbus A320,False,False
TR258,Airbus A320,False,False
D7302,Airbus A330-300,False,True
SQ846,None,None,None
3K671,Airbus A320,False,False
VN686,None,None,None
TR116,Airbus A321neo,False,False
SG91,None,None,None
QR891,Boeing 777-200LR,False,True
TR138,Boeing 787-8,False,True
KQ887,None,None,None
XJ390,Airbus A330-300,False,True
OD7634,None,None,None
OD7004,None,None,None
PG1221,None,None,None
CZ3040,Airbus A321neo,False,False
FM864,None,None,None
VZ136,None,None,None
MU9612,None,None,None
AK6302,None,None,None
MH2544,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
CZ8344,None,None,None
MF866,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
9C6466,Airbus A320,False,False
SG82,None,None,None
KQ886,None,None,None
CX722,Airbus A330-300,False,True
BI514,Airbus A320neo,False,False
KB151,None,None,None
VZ310,Airbus A321,False,False
KY8370,Boeing 737-800 Passenger,False,False
SQ842,Airbus A350-900,False,True
TR20,None,None,None
VZ302,Airbus A321,False,False
AK545,Airbus A320,False,False
KB131,ATR 42-300 / 320,True,False
TR22,None,None,None
HO1628,None,None,None
TR712,Boeing 787-8,False,True
CI838,Airbus A321neo,False,False
SQ356,Airbus A350-900,False,True
SU647,None,None,None
MH2598,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
OD7632,None,None,None
FJ360,Airbus A330-300,False,True
PG1269,None,None,None
3K677,None,None,None
MH78,None,None,None
TR478,Airbus A320,False,False
CZ3082,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
9C7500,Airbus A320,False,False
MH620,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
TR308,None,None,None
OD7326,None,None,None
MF878,None,None,None
D7522,Airbus A330-300,False,True
MH619,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
TR188,Boeing 787-9,False,True
MH150,None,None,None
MH628,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
MH627,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
TR174,Airbus A320,False,False
UA3037,Boeing 737-900 (winglets) Passenger/BBJ3,False,False
UA3039,Boeing 787-10,False,True
CA976,Boeing 787-9,False,True
MH1268,Boeing 737-800 Passenger,False,False
AK642,Airbus A320,False,False
TR212,Airbus A320,False,False
SQ830,Boeing 787-10,False,True
SQ814,None,None,None
PG1107,None,None,None
PR530,Airbus A321,False,False
ET619,Boeing 787-8,False,True
KL820,Boeing 777-200 / 200ER,False,True
SU649,None,None,None
SL105,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
TR465,Airbus A320neo,False,False
SQ512,Airbus A350-900,False,True
TR464,Airbus A320neo,False,False
MH2638,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
FM886,Boeing 787-9,False,True
CZ6052,None,None,None
MF874,None,None,None
CX654,None,None,None
MU542,Airbus A320,False,False
PK899,Boeing 777,False,True
KB541,Airbus A319,False,False
MH7422,None,None,None
MH7482,None,None,None
BS320,None,None,None
SG7652,None,None,None
TR100,Airbus A320neo,False,False
WE313,None,None,None
AK5648,None,None,None
AK5120,None,None,None
AK5216,None,None,None
AK6118,None,None,None
OD7006,None,None,None
QZ555,Airbus A320,False,False
SQ7412,Boeing 777-200F Freighter,False,True
LY86,None,None,None
SQ426,Airbus A350-900,False,True
AK5196,None,None,None
ZH9024,Airbus A320,False,False
VZ120,None,None,None
3K249,Airbus A320,False,False
8L802,Boeing 737-600 Passenger,False,False
AK5740,None,None,None
MH1152,None,None,None
OD1004,None,None,None
FM892,None,None,None
D7674,None,None,None
OD1636,None,None,None
9C7498,None,None,None
MU2070,Airbus A320,False,False
3K557,None,None,None
AK640,Airbus A320,False,False
VZ216,None,None,None
TR810,Airbus A321neo,False,False
WE684,Airbus A320,False,False
MH7330,None,None,None
TG668,Airbus A350-900,False,True
MH7418,None,None,None
TR457,Airbus A320,False,False
AK528,Airbus A320,False,False
SG7656,Boeing 737 Freighter,False,False
AK6324,None,None,None
TR456,Airbus A320,False,False
OD320,Boeing 737MAX 8 Passenger,False,False
D7664,None,None,None
TR432,Airbus A320,False,False
XJ908,None,None,None
JL728,Boeing 787-8,False,True
MH7031,None,None,None
TG335,Boeing 787-8,False,True
MH1286,None,None,None
SQ7404,Boeing 777-200F Freighter,False,True
MH1456,None,None,None
AK6012,None,None,None
OD326,None,None,None
NX995,Airbus A321,False,False
WE110,Airbus A320 (sharklets),False,False
SQ802,Airbus A350-900,False,True
AK5208,Airbus A320,False,False
OD7328,None,None,None
KB123,None,None,None
AK854,Airbus A320,False,False
MH1426,None,None,None
D7694,None,None,None
HB2682,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
NH848,Boeing 787-9,False,True
MH1037,Boeing 737-800 (winglets) Passenger/BBJ2,False,False
GA835,None,None,None
AK5130,None,None,None
OD324,None,None,None
MH766,None,None,None
WE8770,None,None,None
MH7428,None,None,None
KR756,None,None,None
JQ1008,None,None,None
AC2066,None,None,None
BI4426,None,None,None
BI4424,None,None,None
OD101,None,None,None
OD7330,None,None,None
SQ7408,None,None,None
D7372,None,None,None
OD2202,None,None,None
SQ7406,Boeing 777-200F Freighter,False,True
MH7426,None,None,None
MH7362,None,None,None
OD7238,None,None,None
AK67,None,None,None
FM834,Boeing 737-500 (winglets) Passenger,False,False
MH7320,None,None,None
MH7360,None,None,None
WE401,None,None,None
OS1478,None,None,None
QV1,None,None,None
JQ8992,None,None,None
MH7454,None,None,None
TR904,Airbus A320neo,False,False
MH7420,None,None,None
9C8610,None,None,None
CZ5246,None,None,None
MH7486,None,None,None
MH7424,None,None,None
MH7480,None,None,None
AK5226,None,None,None
RA4166,None,None,None
NZ6006,None,None,None
QR8198,None,None,None
OD1006,None,None,None
NZ6071,None,None,None
AK5876,None,None,None
B3709,None,None,None
PG1179,None,None,None
BR202,Boeing 777-300ER,False,True
Z2943,None,None,None
OD164,Boeing 737MAX 8 Passenger,False,False
EK449,Airbus A380-800 Passenger,False,True
WE1020,None,None,None
SG7136,Boeing 737 Freighter,False,False
EK448,Airbus A380-800 Passenger,False,True
AK540,Airbus A320,False,False
AK37,None,None,None
LX7177,None,None,None
MH388,None,None,None
SG7376,None,None,None
UO724,None,None,None
SG7130,Boeing 737 Freighter,False,False
MH742,None,None,None
CZ5252,None,None,None
NZ6092,None,None,None
MH7458,None,None,None
KR722,None,None,None
MH7324,None,None,None
MH7322,None,None,None
AK5174,None,None,None
CA702,None,None,None
MH7402,None,None,None
QZ559,None,None,None
HU7918,None,None,None
H98902,None,None,None
H98912,None,None,None
NZ6008,None,None,None
UA3034,Boeing 777-200 / 200ER,False,True
LQ679,None,None,None
LQ677,None,None,None
OD7518,None,None,None
OD7514,None,None,None
OD7516,None,None,None
OD7510,None,None,None
H92013,None,None,None
CV5074,Boeing 747-8F Freighter,False,True
WE8772,None,None,None
